animals,author_of_the_announcement,balcony_loggia,compartmentalization,children,developer,floor,housing_fund,bathroom,ceiling_height,living_room,parking_spot,number_of_rooms,number_of_floors,apartment_condition,kitchen_area,living_area,total_area,building_type,price
,Agenție,,Individuală,,,7,Construcţii noi,1,,,,Apartament cu 3 camere,12.0,Euroreparație,,77 m²,77 m²,,198000
,Persoană fizică,,,,,6,Secundar,,0 cm,,,Apartament cu 3 camere,9.0,,0 m²,0 m²,85 m²,,88350
,Agenție,,,,,5,Secundar,,,,,O cameră,6.0,Euroreparație,,,24 m²,,38900
,Persoană fizică,,Hruşciovka,,,2,Secundar,,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,43 m²,Cotileț,75000
,Dezvoltator imobiliar,1,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,11.0,Variantă albă,,,43 m²,,62400
,Persoană fizică,2,Individuală,,,5,Construcţii noi,,270 cm,Apartament cu living,Deschis,Apartament cu 2 camere,8.0,Variantă albă,18 m²,66 m²,66 m²,Cărămidă,59950
,Agenție,1,,,Lagmar Impex,9,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,16.0,Variantă albă,,,75 m²,,101250
,Dezvoltator imobiliar,1,,,,2,Secundar,1,,,,Apartament cu 3 camere,4.0,Fără reparație,9 m²,,56 m²,Cotileț,35000
,Agenție,1,,,Lagmar Impex,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,14.0,Euroreparație,,,76 m²,,245000
,Agenție,1,Individuală,,Ago-Dacia,1,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 3 camere,10.0,,,,119 m²,,199500
,Agenție,Nu,Cămin familial,,,2,Secundar,,,,Deschis,O cameră,5.0,Reparație cosmetică,,,22 m²,Cotileț,33999
,Agenție,1,,,Basconslux,4,Construcţii noi,1,,,,Apartament cu 2 camere,5.0,Variantă albă,,,58 m²,,55290
,Agenție,2,Individuală,,,14,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,14.0,Variantă albă,,,72 m²,,131000
,Agenție,Nu,,,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,46 m²,,91999
,Dezvoltator imobiliar,2,,,,6,Construcţii noi,,,,,Apartament cu 2 camere,11.0,,,,73 m²,,87600
,Agenție,1,143,,,1,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,40 m²,Panou,83900
,Agenție,1,143,,,9,Secundar,1,,,Deschis,Apartament cu 2 camere,9.0,Design individual,,,57 m²,Beton,115000
,Agenție,1,Individuală,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Variantă albă,,,50 m²,,87900
,Persoană fizică,2,Individuală,,,2,Secundar,,,,,Apartament cu 3 camere,5.0,Reparație cosmetică,,,70 m²,Cotileț,75500
,Persoană fizică,,,,,5,Secundar,,,,,Apartament cu 2 camere,5.0,Variantă albă,,,50 m²,,32900
,Persoană fizică,2,,,,3,Construcţii noi,3,,,Deschis,Apartament cu 2 camere,3.0,,,150 m²,150 m²,Cotileț,270000
,Agenție,,Individuală,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10.0,Euroreparație,,,40 m²,Combinat,85500
,Agenție,Nu,Brj (Brejnevka),,,1,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,Cotileț,77000
,Agenție,2,,,,1,Construcţii noi,1,,,,Apartament cu 2 camere,15.0,Variantă albă,,,56 m²,,97000
,Agenție,Nu,,,,2,Secundar,1,,,Sub acoperiș,Apartament cu 2 camere,2.0,Euroreparație,,,70 m²,,110000
,Agenție,,,,,6,Secundar,,,,,Apartament cu 1 cameră,9.0,,,,40 m²,,68900
,Agenție,,,,,1,Construcţii noi,1,0 cm,,,Apartament cu 2 camere,5.0,Euroreparație,0 m²,0 m²,45 m²,,95000
,Agenție,1,Individuală,,,2,Secundar,1,,,Deschis,Apartament cu 1 cameră,14.0,Euroreparație,,,40 m²,,71050
,Agenție,,,,,2,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,3.0,Euroreparație,,,42 m²,,115000
,Agenție,,,,,7,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 3 camere,13.0,,0 m²,96 m²,96 m²,,330000
,Agenție,1,Individuală,,,4,Construcţii noi,,,,,Apartament cu 1 cameră,9.0,Variantă albă,,43 m²,44 m²,,46200
,Agenție,1,Individuală,,Lagmar Impex,14,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,17.0,Construcție nefinisată,,,65 m²,Cărămidă,89900
,Dezvoltator imobiliar,,,,,2,Construcţii noi,,,,,Apartament cu 1 cameră,10.0,,,,47 m²,,60500
,Persoană fizică,,Individuală,,AMIC,1,Secundar,1,,,Deschis,Apartament cu 1 cameră,2.0,Design individual,6 m²,18 m²,22 m²,Cotileț,48555
,Persoană fizică,1,,,,1,Construcţii noi,2,,,,Apartament cu 1 cameră,10.0,Euroreparație,,,55 m²,,100000
,Agenție,Nu,,,,5,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,103 m²,,199900
,Dezvoltator imobiliar,,,,NG Invest,14,Construcţii noi,1,,,,Apartament cu 1 cameră,25.0,Variantă albă,,,48 m²,,95520
,Agenție,1,135,,,7,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,54 m²,Panou,90000
,Agenție,1,,,,1,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 3 camere,9.0,Euroreparație,,,143 m²,,150000
,Agenție,2,,,,3,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,3.0,,,,45 m²,,85000
,Agenție,1,St (Stalinka),,,3,Secundar,1,,Apartament cu living,Deschis,Apartament cu 3 camere,3.0,Euroreparație,,,69 m²,,105000
,Dezvoltator imobiliar,,,,,7,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,9.0,,,,85 m²,,179000
,Agenție,1,,,,7,Secundar,2,,,Deschis,Apartament cu 3 camere,10.0,Reparație cosmetică,,,72 m²,,95000
,Agenție,,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,15.0,,,,56 m²,,87730
,Dezvoltator imobiliar,,,,,2,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,12.0,Euroreparație,,,85 m²,,179900
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,4.0,Variantă albă,,64 m²,64 m²,Cărămidă,85000
,Agenție,1,,,,9,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,14.0,Euroreparație,,,76 m²,,245000
,Agenție,,,,,6,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 4 camere,6.0,Variantă albă,,,136 m²,,130900
,Agenție,1,,,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,16.0,Euroreparație,75 m²,75 m²,75 m²,,175900
,Agenție,,,,,2,Secundar,,,,,Apartament cu 3 camere,2.0,,,,51 m²,,42000
,Agenție,1,,,,4,Construcţii noi,2,,,,Apartament cu 1 cameră,12.0,Variantă albă,,,50 m²,,105000
,Agenție,2,,,,7,Secundar,1,,Apartament cu living,,Apartament cu 3 camere,9.0,,,,70 m²,,109900
,Agenție,1,Brj (Brejnevka),,,4,Secundar,2,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,43 m²,Cotileț,84950
,Agenție,Nu,,,,3,Secundar,1,300 cm,,Deschis,Apartament cu 3 camere,5.0,Euroreparație,,,60 m²,Cotileț,112900
,Agenție,,,,,4,Construcţii noi,1,,,,Apartament cu 1 cameră,5.0,Euroreparație,,,19 m²,,37800
,Dezvoltator imobiliar,1,,,,2,Secundar,1,,Apartament cu living,Deschis,Apartament cu 3 camere,2.0,Euroreparație,,,91 m²,,149500
,Agenție,1,St (Stalinka),,Horus,1,Secundar,1,,,Subterană,Apartament cu 1 cameră,4.0,Construcție nefinisată,,,45 m²,Cotileț,69900
,Agenție,Nu,,,,1,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,4.0,Euroreparație,,,52 m²,,105900
,Agenție,1,,,,9,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,12.0,Euroreparație,,,80 m²,,124900
,Agenție,1,Individuală,,Exfactor-grup,12,Construcţii noi,1,3 cm,Apartament cu living,Subterană,Apartament cu 2 camere,12.0,Euroreparație,,,65 m²,,179900
,Persoană fizică,,Cămin familial,,,5,Secundar,,3900 cm,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,15 m²,18 m²,,23800
,Agenție,1,Individuală,,,5,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,11.0,Variantă albă,,,51 m²,Combinat,79200
,Agenție,1,,,Lagmar Impex,5,Construcţii noi,2,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,14.0,Euroreparație,0 m²,0 m²,75 m²,,165000
,Agenție,,,,,6,Secundar,,,,,Apartament cu 2 camere,7.0,Euroreparație,,,70 m²,,117900
,Agenție,,,,Lagmar Impex,9,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,14.0,Euroreparație,,,76 m²,,245000
,Agenție,1,St (Stalinka),,,3,Secundar,1,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,78 m²,Cotileț,249900
,Agenție,,,,Exfactor-grup,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,,96 m²,,235000
,Dezvoltator imobiliar,1,,,Poliprim Grup,1,Construcţii noi,1,,,,Apartament cu 2 camere,5.0,Euroreparație,,,64 m²,Combinat,119000
,Agenție,2,Ms (serie  moldovenească),,,3,Secundar,,,,Deschis,Apartament cu 3 camere,9.0,Fără reparație,9 m²,45 m²,70 m²,Panou,89900
,Agenție,,,,Maxmod Imobil,3,Construcţii noi,,,Apartament fără living,Subterană,Apartament cu 1 cameră,8.0,Euroreparație,,50 m²,51 m²,,140900
,Agenție,,,,Braus Imobiliare,14,Construcţii noi,,,,,Apartament cu 3 camere,20.0,Euroreparație,,,86 m²,,179900
,Dezvoltator imobiliar,,,,,1,Secundar,,0 cm,,,Apartament cu 2 camere,5.0,,0 m²,0 m²,45 m²,,40000
Se acceptă animale,Persoană fizică,1,,Se acceptă copii,M.V.Construct Service,5,Construcţii noi,1,270 cm,Apartament cu living,Subterană,O cameră,9.0,Variantă albă,27 m²,25 m²,45 m²,,82800
,Persoană fizică,1,Ms (serie  moldovenească),,,6,Secundar,,,,,Apartament cu 1 cameră,9.0,Fără reparație,,,34 m²,Panou,56900
,Agenție,2,135,,,6,Secundar,2,,,Deschis,Apartament cu 3 camere,9.0,Reparație cosmetică,,,70 m²,Panou,106500
,Persoană fizică,2,Individuală,,,5,Secundar,2,,,,Apartament cu 4 camere,9.0,Reparație cosmetică,,,91 m²,,135000
,Agenție,2,Individuală,,Solomon Construct Imobil,12,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,12.0,Construcție nefinisată,,,86 m²,Cărămidă,109220
,Agenție,,,,Sky House,2,Construcţii noi,,0 cm,,,Apartament cu 2 camere,18.0,Variantă albă,0 m²,0 m²,55 m²,,84941
,Agenție,,,,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,,,,50 m²,,119900
,Agenție,2,Ms (serie  moldovenească),,,4,Secundar,2,,,,Apartament cu 4 camere,9.0,Reparație cosmetică,,,90 m²,Combinat,128900
,Agenție,1,Individuală,,,2,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,9.0,Variantă albă,,,57 m²,,67260
,Agenție,,,,,6,Secundar,,,,,Apartament cu 1 cameră,10.0,Euroreparație,,,35 m²,,79900
,Agenție,1,,,Exfactor-grup,2,Construcţii noi,2,0 cm,Apartament cu living,,Apartament cu 2 camere,9.0,Euroreparație,0 m²,0 m²,72 m²,Cărămidă,149000
,Agenție,1,,,,2,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,7.0,Variantă albă,,58 m²,58 m²,,46500
,Agenție,Nu,,,,7,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,50 m²,,113000
,Agenție,1,Individuală,,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,35 m²,,57000
Se acceptă animale,Dezvoltator imobiliar,1,Individuală,Se acceptă copii,Armoson Invest,5,Secundar,1,300 cm,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,9 m²,52 m²,52 m²,Cotileț,95000
,Agenție,1,,,,6,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,7.0,Variantă albă,,,42 m²,,53500
,Agenție,,Individuală,,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,12.0,Euroreparație,,,65 m²,,165000
,Agenție,,Individuală,,,1,Secundar,2,280 cm,,,Apartament cu 4 camere,1.0,Fără reparație,9 m²,100 m²,130 m²,Cotileț,190000
,Dezvoltator imobiliar,1,,,Sky House,11,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,18.0,Variantă albă,12 m²,,40 m²,Cărămidă,59999
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,,,Apartament cu 1 cameră,8.0,,,,42 m²,,53100
,Agenție,,,,,6,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,16.0,Variantă albă,,,66 m²,,85800
,Agenție,,,,,5,Secundar,,,Apartament fără living,,Apartament cu 4 camere,9.0,,,,98 m²,,115000
,Agenție,1,Individuală,,,11,Construcţii noi,2,,,,Apartament cu 2 camere,13.0,Euroreparație,,,65 m²,,122000
,Agenție,,,,,3,Secundar,,,,,Apartament cu 1 cameră,5.0,,,,25 m²,,42900
,Dezvoltator imobiliar,1,,,,3,Construcţii noi,3,,Apartament cu living,Garaj,Apartament cu 5 camere sau mai multe,3.0,Variantă albă,,,165 m²,,142000
,Dezvoltator imobiliar,,,,,2,Construcţii noi,,,,,Apartament cu 2 camere,7.0,,,,66 m²,,135000
,Agenție,,,,,14,Construcţii noi,1,0 cm,,,Apartament cu 3 camere,14.0,Euroreparație,0 m²,0 m²,84 m²,,278000
,Agenție,,,,,9,Construcţii noi,,,,,Apartament cu 2 camere,14.0,Euroreparație,,,86 m²,,440000
,Dezvoltator imobiliar,,,,,8,Secundar,,,,,Apartament cu 2 camere,9.0,,,,56 m²,,95000
,Agenție,,,,,5,Secundar,,0 cm,,,Apartament cu 1 cameră,5.0,Euroreparație,0 m²,0 m²,20 m²,,33900
,Agenție,1,Individuală,,,3,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,54 m²,Cărămidă,134900
,Agenție,2,,,,10,Construcţii noi,3,,Apartament cu living,Subterană,Apartament cu 3 camere,10.0,Design individual,,,200 m²,Combinat,499000
,Agenție,1,,,Inamstro,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,68 m²,,165000
Se acceptă animale,Dezvoltator imobiliar,,,Se acceptă copii,,2,Secundar,1,,Apartament cu living,,Apartament cu 3 camere,2.0,Construcție nefinisată,,,75 m²,,46500
,Persoană fizică,,,,,9,Secundar,,,,,Apartament cu 1 cameră,15.0,,,,43 m²,,78900
,Agenție,,,,,9,Secundar,,,,,Apartament cu 4 camere,9.0,,,,85 m²,,123900
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,1,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,,77000
,Persoană fizică,1,Individuală,,Braus Imobiliare,8,Construcţii noi,2,300 cm,Apartament cu living,Subterană,Apartament cu 2 camere,10.0,Variantă albă,12 m²,,69 m²,Combinat,115990
,Agenție,,,,,5,Secundar,,,,,Apartament cu 3 camere,16.0,Euroreparație,,,69 m²,,91900
,Agenție,Nu,Individuală,,Estate Invest Company,11,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,12.0,Variantă albă,,,53 m²,Combinat,70000
,Agenție,Nu,,,,8,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,16.0,Reparație cosmetică,,,61 m²,,93000
,Agenție,2,,,,5,Construcţii noi,1,,,,Apartament cu 2 camere,10.0,Reparație cosmetică,,,53 m²,,98000
,Agenție,,,,,8,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 3 camere,9.0,Euroreparație,0 m²,0 m²,150 m²,Cotileț,257000
,Agenție,1,Individuală,,,9,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,47 m²,,128000
,Persoană fizică,,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,6.0,,,,54 m²,,119900
,Agenție,1,Individuală,,,9,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,15.0,Euroreparație,,,44 m²,,102000
,Agenție,,,,,3,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,4.0,,,,85 m²,,89250
,Persoană fizică,1,Individuală,,Astercon,5,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,8.0,Variantă albă,,65 m²,65 m²,Cotileț,96500
,Agenție,1,Individuală,,,5,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,15.0,Variantă albă,,,45 m²,Monolit,66000
,Persoană fizică,1,,,,2,Secundar,1,,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Fără reparație,,,51 m²,Monolit,16500
,Agenție,,,,Silentagro,11,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,13.0,Euroreparație,,,54 m²,,89900
,Agenție,1,,,Lagmar Impex,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,11.0,Euroreparație,,,65 m²,,183900
,Agenție,,,,,9,Construcţii noi,,,,,Apartament cu 2 camere,14.0,,,,82 m²,,147500
,Persoană fizică,1,,,,5,Secundar,1,240 cm,,Garaj,Apartament cu 2 camere,5.0,,,,55 m²,Cotileț,27000
,Dezvoltator imobiliar,Nu,Garsonieră,,,5,Secundar,1,270 cm,Apartament fără living,Deschis,O cameră,9.0,Euroreparație,4 m²,12 m²,15 m²,Combinat,30500
Se acceptă animale,Dezvoltator imobiliar,1,,Se acceptă copii,Element Stil,4,Construcţii noi,2,300 cm,Apartament cu living,Subterană,Apartament cu 3 camere,7.0,Variantă albă,,,88 m²,Cărămidă,112700
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 2 camere,9.0,Variantă albă,,,72 m²,Cărămidă,93000
,Agenție,,Individuală,,,1,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,47 m²,,90000
,Agenție,,,,,6,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10.0,Euroreparație,,,49 m²,,95000
,Persoană fizică,,,,,4,Secundar,,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,,,,71 m²,,96000
,Persoană fizică,,,,,2,Secundar,,,,Deschis,Apartament cu 1 cameră,6.0,Design individual,,14 m²,34 m²,Cotileț,52000
,Agenție,Nu,Individuală,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Variantă albă,,,66 m²,,114900
,Agenție,1,Ms (serie  moldovenească),,,4,Secundar,2,265 cm,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,10 m²,50 m²,60 m²,Panou,114000
,Agenție,1,Individuală,,,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,52 m²,,122000
,Persoană fizică,,,,Comalion & Co,10,Construcţii noi,,,Apartament fără living,,Apartament cu 1 cameră,14.0,Euroreparație,,47 m²,47 m²,,93000
,Persoană fizică,Nu,Hruşciovka,,,1,Secundar,1,,,Garaj,Apartament cu 2 camere,2.0,Reparație cosmetică,6 m²,,48 m²,Cotileț,20000
,Agenție,1,,,Exfactor-grup,3,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Variantă albă,,,75 m²,,136000
,Agenție,Nu,Individuală,,,3,Secundar,2,,,Deschis,Apartament cu 2 camere,5.0,Fără reparație,,,48 m²,,70900
,Agenție,,,,,9,Secundar,,,,,Apartament cu 1 cameră,18.0,,,,30 m²,,46900
,Agenție,3,,,,10,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,70 m²,,149000
,Persoană fizică,2,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,15.0,Euroreparație,,,70 m²,Beton,155000
,Dezvoltator imobiliar,,,,,1,Construcţii noi,1,3 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,8.0,Variantă albă,,,54 m²,Beton,51585
,Agenție,1,,,,11,Construcţii noi,1,,,,Apartament cu 1 cameră,16.0,Variantă albă,,,46 m²,,66800
,Agenție,2,,,,7,Construcţii noi,2,,,,Apartament cu 4 camere,8.0,Euroreparație,,,140 m²,,210000
,Agenție,1,,,,2,Construcţii noi,1,,,,Apartament cu 1 cameră,8.0,Euroreparație,,,41 m²,,97000
,Agenție,2,,,,7,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,9.0,Euroreparație,,,75 m²,,310000
,Agenție,1,,,Varicom,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,73 m²,,181900
,Dezvoltator imobiliar,,,,,3,Secundar,,,,,Apartament cu 1 cameră,3.0,Euroreparație,,,26 m²,Cotileț,48000
Se acceptă animale,Agenție,Nu,,Se acceptă copii,,8,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 2 camere,9.0,Variantă albă,,,59 m²,,56640
,Persoană fizică,1,Cămin familial,,,4,Secundar,1,260 cm,,Deschis,Apartament cu 1 cameră,7.0,Euroreparație,,25 m²,24 m²,Cotileț,33000
,Dezvoltator imobiliar,,,,,9,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,10.0,,,,125 m²,,150000
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 3 camere,9.0,,0 m²,0 m²,90 m²,,250000
,Agenție,1,Cămin familial,,,5,Secundar,1,,,Deschis,O cameră,5.0,Euroreparație,,,27 m²,Cotileț,29900
,Agenție,1,,,Exfactor-grup,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,14 m²,52 m²,52 m²,Cărămidă,119000
,Agenție,1,,,,3,Secundar,1,0 cm,,,Apartament cu 1 cameră,5.0,Are nevoie de reparație,0 m²,0 m²,33 m²,Cotileț,21000
,Agenție,1,,,,18,Construcţii noi,,,,Subterană,Apartament cu 1 cameră,18.0,Variantă albă,,,33 m²,,65190
,Agenție,1,,,,10,Construcţii noi,1,,,Deschis,Apartament cu 3 camere,14.0,Euroreparație,,,70 m²,,160000
,Agenție,,,,,5,Secundar,1,,,,O cameră,6.0,Euroreparație,,,24 m²,,38900
,Agenție,1,,,,6,Construcţii noi,1,,,,Apartament cu 2 camere,10.0,Euroreparație,,,58 m²,,115000
,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 2 camere,5.0,,,,46 m²,,52500
,Agenție,1,,,,6,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,78 m²,,109000
,Agenție,,,,NG Invest,9,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,13.0,Variantă albă,,,77 m²,Cărămidă,237500
,Agenție,2,143,,AMIC,4,Secundar,1,250 cm,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,52 m²,52 m²,Bloc,39000
,Agenție,,,,,5,Secundar,,0 cm,Apartament cu living,,Apartament cu 2 camere,9.0,,0 m²,0 m²,73 m²,,110000
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 2 camere,9.0,,0 m²,0 m²,67 m²,Cărămidă,87000
,Dezvoltator imobiliar,1,,,Braus Imobiliare,1,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,10.0,Variantă albă,,,52 m²,,68112
,Agenție,,,,,2,Secundar,,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,36 m²,Panou,72900
,Agenție,,,,,1,Construcţii noi,1,,,,Apartament cu 1 cameră,9.0,Variantă albă,,,26 m²,,28600
,Persoană fizică,1,Cămin familial,,,2,Secundar,1,,Apartament fără living,,Apartament cu 1 cameră,5.0,Euroreparație,,,20 m²,Cotileț,33500
,Persoană fizică,1,Rubaşka,,,3,Secundar,1,25 cm,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,64 m²,Cotileț,24000
,Dezvoltator imobiliar,,,,,6,Secundar,,0 cm,Apartament cu living,,Apartament cu 2 camere,9.0,,0 m²,0 m²,58 m²,,115900
